WTeam,LTeam,WLoc
Miami Heat,Milwaukee Bucks,H
Phoenix Suns,New York Knicks,V
Utah Jazz,Indiana Pacers,H
Dallas Mavericks,Los Angeles Lakers,H
Minnesota Timberwolves,Denver Nuggets,H
Golden State Warriors,Orlando Magic,V
Phoenix Suns,Toronto Raptors,V
Los Angeles Clippers,Atlanta Hawks,V
San Antonio Spurs,Brooklyn Nets,V
Washington Wizards,Charlotte Hornets,V
Sacramento Kings,Detroit Pistons,V
New York Knicks,Indiana Pacers,V
Miami Heat,Golden State Warriors,H
Milwaukee Bucks,Houston Rockets,H
New Orleans Pelicans,Cleveland Cavaliers,H
Oklahoma City Thunder,Utah Jazz,V
Denver Nuggets,Utah Jazz,H
Chicago Bulls,Orlando Magic,V
Philadelphia 76ers,Los Angeles Clippers,H
Minnesota Timberwolves,Phoenix Suns,V
San Antonio Spurs,Toronto Raptors,V
Washington Wizards,Boston Celtics,H
Boston Celtics,Houston Rockets,H
Miami Heat,Brooklyn Nets,V
Atlanta Hawks,Chicago Bulls,V
Golden State Warriors,Charlotte Hornets,V
Sacramento Kings,Cleveland Cavaliers,V
Dallas Mavericks,New York Knicks,H
Memphis Grizzlies,Toronto Raptors,H
Philadelphia 76ers,Milwaukee Bucks,V
Oklahoma City Thunder,New Orleans Pelicans,V
Portland Trail Blazers,Los Angeles Lakers,H
Denver Nuggets,Phoenix Suns,H
Indiana Pacers,Minnesota Timberwolves,V
Oklahoma City Thunder,Dallas Mavericks,H
Utah Jazz,Los Angeles Lakers,H
Washington Wizards,Atlanta Hawks,V
Boston Celtics,Orlando Magic,H
Miami Heat,Chicago Bulls,V
Cleveland Cavaliers,Brooklyn Nets,H
Indiana Pacers,Sacramento Kings,H
New Orleans Pelicans,San Antonio Spurs,H
New York Knicks,Charlotte Hornets,H
Houston Rockets,Philadelphia 76ers,V
Portland Trail Blazers,Memphis Grizzlies,H
Toronto Raptors,Milwaukee Bucks,H
Sacramento Kings,Charlotte Hornets,V
Golden State Warriors,Los Angeles Clippers,H
Miami Heat,Detroit Pistons,H
Boston Celtics,Milwaukee Bucks,V
Minnesota Timberwolves,Brooklyn Nets,H
Denver Nuggets,Phoenix Suns,V
Memphis Grizzlies,Utah Jazz,V
Atlanta Hawks,New York Knicks,H
Chicago Bulls,Philadelphia 76ers,H
Cleveland Cavaliers,Oklahoma City Thunder,H
Indiana Pacers,Houston Rockets,H
Washington Wizards,New Orleans Pelicans,V
Golden State Warriors,Portland Trail Blazers,V
Dallas Mavericks,San Antonio Spurs,V
Orlando Magic,Toronto Raptors,V
Boston Celtics,Detroit Pistons,H
Dallas Mavericks,Cleveland Cavaliers,H
Miami Heat,Brooklyn Nets,H
Minnesota Timberwolves,Orlando Magic,H
Philadelphia 76ers,Sacramento Kings,H
Memphis Grizzlies,Phoenix Suns,V
Houston Rockets,Sacramento Kings,H
Los Angeles Lakers,Denver Nuggets,H
Portland Trail Blazers,Charlotte Hornets,H
San Antonio Spurs,Oklahoma City Thunder,H
Toronto Raptors,New Orleans Pelicans,H
Washington Wizards,New York Knicks,H
Boston Celtics,Toronto Raptors,H
New York Knicks,Brooklyn Nets,V
Cleveland Cavaliers,Minnesota Timberwolves,H
Dallas Mavericks,Philadelphia 76ers,H
Memphis Grizzlies,Denver Nuggets,V
Detroit Pistons,New Orleans Pelicans,H
Golden State Warriors,Charlotte Hornets,H
Miami Heat,Atlanta Hawks,H
Chicago Bulls,Oklahoma City Thunder,V
Indiana Pacers,Orlando Magic,V
Los Angeles Clippers,Phoenix Suns,V
Utah Jazz,Milwaukee Bucks,H
Atlanta Hawks,Houston Rockets,V
Golden State Warriors,Los Angeles Clippers,V
San Antonio Spurs,Philadelphia 76ers,H
Washington Wizards,Los Angeles Lakers,H
Boston Celtics,Los Angeles Lakers,H
Indiana Pacers,Brooklyn Nets,V
Denver Nuggets,Milwaukee Bucks,H
Detroit Pistons,Minnesota Timberwolves,H
Houston Rockets,Chicago Bulls,H
Oklahoma City Thunder,Memphis Grizzlies,H
Orlando Magic,Toronto Raptors,H
Dallas Mavericks,Portland Trail Blazers,V
Phoenix Suns,Sacramento Kings,V
Atlanta Hawks,Orlando Magic,H
Indiana Pacers,Detroit Pistons,H
Miami Heat,Philadelphia 76ers,H
Memphis Grizzlies,Minnesota Timberwolves,V
Cleveland Cavaliers,New York Knicks,V
Milwaukee Bucks,Phoenix Suns,V
Sacramento Kings,Golden State Warriors,H
San Antonio Spurs,Denver Nuggets,H
Utah Jazz,Charlotte Hornets,H
Washington Wizards,New Orleans Pelicans,H
Boston Celtics,Los Angeles Clippers,H
Toronto Raptors,Brooklyn Nets,V
Oklahoma City Thunder,Portland Trail Blazers,H
Utah Jazz,Atlanta Hawks,V
Denver Nuggets,Dallas Mavericks,H
Detroit Pistons,Philadelphia 76ers,H
Indiana Pacers,Oklahoma City Thunder,H
Memphis Grizzlies,San Antonio Spurs,H
Miami Heat,Minnesota Timberwolves,V
New Orleans Pelicans,Phoenix Suns,H
Los Angeles Lakers,New York Knicks,V
Chicago Bulls,Sacramento Kings,V
Toronto Raptors,Los Angeles Clippers,H
Cleveland Cavaliers,Washington Wizards,V
Charlotte Hornets,Brooklyn Nets,H
Portland Trail Blazers,Dallas Mavericks,V
Houston Rockets,Orlando Magic,H
Atlanta Hawks,Denver Nuggets,H
Washington Wizards,Brooklyn Nets,V
Detroit Pistons,Los Angeles Lakers,H
Golden State Warriors,Chicago Bulls,H
Cleveland Cavaliers,Indiana Pacers,V
Memphis Grizzlies,Phoenix Suns,H
Miami Heat,Milwaukee Bucks,V
Minnesota Timberwolves,Toronto Raptors,H
Utah Jazz,New Orleans Pelicans,V
Los Angeles Clippers,New York Knicks,V
San Antonio Spurs,Philadelphia 76ers,V
Sacramento Kings,Boston Celtics,H
Houston Rockets,Charlotte Hornets,V
Dallas Mavericks,Utah Jazz,H
Oklahoma City Thunder,Cleveland Cavaliers,H
Philadelphia 76ers,Orlando Magic,V
Boston Celtics,Portland Trail Blazers,V
Miami Heat,Brooklyn Nets,V
San Antonio Spurs,Detroit Pistons,V
Golden State Warriors,Memphis Grizzlies,V
Los Angeles Lakers,Milwaukee Bucks,V
New Orleans Pelicans,Minnesota Timberwolves,V
Denver Nuggets,New York Knicks,V
Phoenix Suns,Chicago Bulls,H
Sacramento Kings,Atlanta Hawks,H
Washington Wizards,Indiana Pacers,H
Los Angeles Clippers,Charlotte Hornets,V
Cleveland Cavaliers,Denver Nuggets,H
Dallas Mavericks,Orlando Magic,H
Houston Rockets,Phoenix Suns,H
Milwaukee Bucks,Indiana Pacers,V
Golden State Warriors,Oklahoma City Thunder,V
Philadelphia 76ers,Miami Heat,H
Boston Celtics,Utah Jazz,V
Minnesota Timberwolves,Chicago Bulls,H
New York Knicks,San Antonio Spurs,H
Sacramento Kings,New Orleans Pelicans,H
Detroit Pistons,Toronto Raptors,V
Memphis Grizzlies,Brooklyn Nets,V
Philadelphia 76ers,Charlotte Hornets,V
Boston Celtics,Dallas Mavericks,V
Denver Nuggets,Golden State Warriors,H
San Antonio Spurs,Indiana Pacers,V
Orlando Magic,Miami Heat,V
Milwaukee Bucks,Detroit Pistons,H
New Orleans Pelicans,Phoenix Suns,V
Atlanta Hawks,Portland Trail Blazers,V
Los Angeles Clippers,Utah Jazz,V
Washington Wizards,Oklahoma City Thunder,H
Chicago Bulls,Toronto Raptors,H
Sacramento Kings,Los Angeles Lakers,V
Cleveland Cavaliers,Minnesota Timberwolves,V
Boston Celtics,Philadelphia 76ers,H
Milwaukee Bucks,Brooklyn Nets,V
Cleveland Cavaliers,Indiana Pacers,H
Minnesota Timberwolves,Denver Nuggets,V
Detroit Pistons,Dallas Mavericks,H
Golden State Warriors,Sacramento Kings,H
Miami Heat,Houston Rockets,V
Los Angeles Clippers,Atlanta Hawks,H
New Orleans Pelicans,Memphis Grizzlies,V
Oklahoma City Thunder,New York Knicks,H
San Antonio Spurs,Orlando Magic,V
Phoenix Suns,Los Angeles Lakers,H
Toronto Raptors,Charlotte Hornets,H
Utah Jazz,Portland Trail Blazers,H
Chicago Bulls,Boston Celtics,H
Washington Wizards,Indiana Pacers,V
Cleveland Cavaliers,New York Knicks,H
Detroit Pistons,Charlotte Hornets,H
Golden State Warriors,Los Angeles Clippers,H
Houston Rockets,New Orleans Pelicans,V
Portland Trail Blazers,Orlando Magic,V
Sacramento Kings,Denver Nuggets,H
Miami Heat,Atlanta Hawks,V
Chicago Bulls,Phoenix Suns,H
Denver Nuggets,Brooklyn Nets,H
Indiana Pacers,Memphis Grizzlies,H
San Antonio Spurs,Los Angeles Clippers,V
Utah Jazz,Milwaukee Bucks,V
Minnesota Timberwolves,Dallas Mavericks,H
Oklahoma City Thunder,Los Angeles Lakers,H
Philadelphia 76ers,Washington Wizards,H
Toronto Raptors,Boston Celtics,H
Chicago Bulls,Cleveland Cavaliers,V
Dallas Mavericks,New Orleans Pelicans,H
Golden State Warriors,Brooklyn Nets,H
Houston Rockets,Minnesota Timberwolves,H
Miami Heat,Indiana Pacers,H
New York Knicks,Philadelphia 76ers,H
Orlando Magic,Atlanta Hawks,H
Charlotte Hornets,Sacramento Kings,V
Memphis Grizzlies,Denver Nuggets,V
Boston Celtics,Detroit Pistons,V
Los Angeles Clippers,Charlotte Hornets,H
San Antonio Spurs,Los Angeles Lakers,V
Milwaukee Bucks,Phoenix Suns,H
Oklahoma City Thunder,New Orleans Pelicans,H
Toronto Raptors,Portland Trail Blazers,H
Utah Jazz,Washington Wizards,V
Atlanta Hawks,Boston Celtics,V
Cleveland Cavaliers,Milwaukee Bucks,H
Dallas Mavericks,Miami Heat,H
Indiana Pacers,Houston Rockets,V
Toronto Raptors,New York Knicks,V
Golden State Warriors,Philadelphia 76ers,V
Minnesota Timberwolves,Sacramento Kings,V
Denver Nuggets,Chicago Bulls,V
Detroit Pistons,Portland Trail Blazers,H
Charlotte Hornets,Los Angeles Lakers,V
Memphis Grizzlies,Phoenix Suns,H
Oklahoma City Thunder,Utah Jazz,H
Washington Wizards,Golden State Warriors,H
Atlanta Hawks,Dallas Mavericks,H
Boston Celtics,Cleveland Cavaliers,H
Houston Rockets,Los Angeles Clippers,V
Miami Heat,Philadelphia 76ers,H
Denver Nuggets,Milwaukee Bucks,V
New Orleans Pelicans,Detroit Pistons,H
New York Knicks,Orlando Magic,V
Brooklyn Nets,Sacramento Kings,V
San Antonio Spurs,Indiana Pacers,H
Washington Wizards,Toronto Raptors,V
Minnesota Timberwolves,Utah Jazz,V
Chicago Bulls,Golden State Warriors,H
Phoenix Suns,Charlotte Hornets,H
Portland Trail Blazers,Oklahoma City Thunder,H
Cleveland Cavaliers,Atlanta Hawks,V
Dallas Mavericks,Memphis Grizzlies,H
Boston Celtics,Los Angeles Lakers,V
Milwaukee Bucks,Los Angeles Clippers,H
San Antonio Spurs,New Orleans Pelicans,V
Orlando Magic,Miami Heat,H
Philadelphia 76ers,New York Knicks,H
Phoenix Suns,Oklahoma City Thunder,H
Utah Jazz,Brooklyn Nets,H
Toronto Raptors,Washington Wizards,V
Los Angeles Clippers,Chicago Bulls,V
Charlotte Hornets,Denver Nuggets,V
Houston Rockets,Memphis Grizzlies,H
Miami Heat,Cleveland Cavaliers,H
Milwaukee Bucks,Toronto Raptors,H
Detroit Pistons,Philadelphia 76ers,V
Portland Trail Blazers,Brooklyn Nets,H
San Antonio Spurs,Minnesota Timberwolves,H
Indiana Pacers,Atlanta Hawks,V
Dallas Mavericks,Oklahoma City Thunder,H
New Orleans Pelicans,Los Angeles Lakers,V
Golden State Warriors,New York Knicks,V
Phoenix Suns,Boston Celtics,H
Utah Jazz,Sacramento Kings,V
Washington Wizards,Orlando Magic,H
Golden State Warriors,Atlanta Hawks,V
Charlotte Hornets,Indiana Pacers,H
Miami Heat,Cleveland Cavaliers,V
Denver Nuggets,Sacramento Kings,H
Detroit Pistons,Chicago Bulls,H
Los Angeles Clippers,Boston Celtics,H
Brooklyn Nets,Memphis Grizzlies,V
New York Knicks,Orlando Magic,V
Milwaukee Bucks,Philadelphia 76ers,V
San Antonio Spurs,Houston Rockets,H
Utah Jazz,New Orleans Pelicans,H
Dallas Mavericks,Los Angeles Lakers,H
Portland Trail Blazers,Oklahoma City Thunder,V
Washington Wizards,Phoenix Suns,V
Atlanta Hawks,Brooklyn Nets,H
Washington Wizards,Denver Nuggets,V
Boston Celtics,Golden State Warriors,V
Utah Jazz,Houston Rockets,V
Indiana Pacers,Detroit Pistons,H
Miami Heat,Charlotte Hornets,H
Milwaukee Bucks,New York Knicks,H
Minnesota Timberwolves,Los Angeles Clippers,H
Toronto Raptors,New Orleans Pelicans,V
Orlando Magic,Chicago Bulls,H
San Antonio Spurs,Sacramento Kings,H
Detroit Pistons,Cleveland Cavaliers,H
Los Angeles Clippers,Memphis Grizzlies,V
Oklahoma City Thunder,San Antonio Spurs,H
Los Angeles Lakers,Phoenix Suns,V
Portland Trail Blazers,Philadelphia 76ers,H
Atlanta Hawks,Toronto Raptors,H
Houston Rockets,Chicago Bulls,V
Charlotte Hornets,Orlando Magic,H
Dallas Mavericks,Brooklyn Nets,H
Denver Nuggets,Boston Celtics,H
Milwaukee Bucks,Indiana Pacers,H
Minnesota Timberwolves,Golden State Warriors,H
Washington Wizards,Sacramento Kings,V
New Orleans Pelicans,Charlotte Hornets,V
Phoenix Suns,Dallas Mavericks,V
Detroit Pistons,New York Knicks,H
Los Angeles Clippers,Philadelphia 76ers,H
Atlanta Hawks,Memphis Grizzlies,V
Miami Heat,Toronto Raptors,H
Milwaukee Bucks,Minnesota Timberwolves,H
Oklahoma City Thunder,Utah Jazz,H
Cleveland Cavaliers,Orlando Magic,V
Washington Wizards,Portland Trail Blazers,V
Denver Nuggets,Sacramento Kings,V
San Antonio Spurs,Golden State Warriors,H
Boston Celtics,Chicago Bulls,H
Brooklyn Nets,New York Knicks,H
Houston Rockets,Cleveland Cavaliers,H
Indiana Pacers,Miami Heat,H
Philadelphia 76ers,Los Angeles Lakers,V
Portland Trail Blazers,Phoenix Suns,V
Chicago Bulls,Charlotte Hornets,V
Denver Nuggets,Los Angeles Lakers,H
Memphis Grizzlies,Milwaukee Bucks,H
Minnesota Timberwolves,Washington Wizards,H
Sacramento Kings,Orlando Magic,H
San Antonio Spurs,Atlanta Hawks,H
Toronto Raptors,Dallas Mavericks,H
Utah Jazz,Los Angeles Clippers,H
Oklahoma City Thunder,Brooklyn Nets,V
Cleveland Cavaliers,Detroit Pistons,H
Golden State Warriors,Philadelphia 76ers,H
New Orleans Pelicans,Portland Trail Blazers,H
New York Knicks,Indiana Pacers,H
Boston Celtics,Minnesota Timberwolves,H
Memphis Grizzlies,Chicago Bulls,V
Utah Jazz,Detroit Pistons,V
Houston Rockets,Los Angeles Lakers,H
Indiana Pacers,Charlotte Hornets,H
Milwaukee Bucks,Los Angeles Clippers,V
Miami Heat,New Orleans Pelicans,H
Sacramento Kings,Phoenix Suns,V
Portland Trail Blazers,San Antonio Spurs,V
Dallas Mavericks,Washington Wizards,V
Memphis Grizzlies,Atlanta Hawks,V
Cleveland Cavaliers,Utah Jazz,H
Denver Nuggets,Los Angeles Clippers,H
Golden State Warriors,Orlando Magic,H
Brooklyn Nets,New York Knicks,V
Oklahoma City Thunder,Toronto Raptors,V
Boston Celtics,Brooklyn Nets,V
Toronto Raptors,Detroit Pistons,V
Milwaukee Bucks,Los Angeles Lakers,V
Miami Heat,Minnesota Timberwolves,H
New Orleans Pelicans,Houston Rockets,H
Philadelphia 76ers,Dallas Mavericks,H
Orlando Magic,Phoenix Suns,V
Washington Wizards,Chicago Bulls,H
Portland Trail Blazers,Atlanta Hawks,V
Chicago Bulls,Utah Jazz,H
Charlotte Hornets,Washington Wizards,H
Houston Rockets,Denver Nuggets,V
Golden State Warriors,Milwaukee Bucks,H
Los Angeles Clippers,Cleveland Cavaliers,H
Memphis Grizzlies,San Antonio Spurs,H
Oklahoma City Thunder,Sacramento Kings,H
Dallas Mavericks,Brooklyn Nets,V
Detroit Pistons,Phoenix Suns,H
Cleveland Cavaliers,Los Angeles Lakers,V
Portland Trail Blazers,Miami Heat,V
New Orleans Pelicans,Minnesota Timberwolves,H
Philadelphia 76ers,Boston Celtics,H
San Antonio Spurs,Sacramento Kings,H
Toronto Raptors,Indiana Pacers,H
Boston Celtics,Washington Wizards,H
Charlotte Hornets,Atlanta Hawks,H
Houston Rockets,Denver Nuggets,H
Indiana Pacers,Utah Jazz,H
Los Angeles Clippers,New York Knicks,H
Golden State Warriors,Oklahoma City Thunder,V
Orlando Magic,Philadelphia 76ers,H
Brooklyn Nets,Detroit Pistons,H
Golden State Warriors,Dallas Mavericks,V
Los Angeles Clippers,Los Angeles Lakers,V
Miami Heat,Phoenix Suns,H
San Antonio Spurs,Minnesota Timberwolves,V
New Orleans Pelicans,Memphis Grizzlies,H
Milwaukee Bucks,Portland Trail Blazers,V
Toronto Raptors,Chicago Bulls,H
Boston Celtics,Indiana Pacers,H
Chicago Bulls,Detroit Pistons,H
Denver Nuggets,Cleveland Cavaliers,H
Oklahoma City Thunder,Philadelphia 76ers,H
Charlotte Hornets,Orlando Magic,V
Milwaukee Bucks,Sacramento Kings,V
Utah Jazz,New York Knicks,H
Washington Wizards,Atlanta Hawks,H
Brooklyn Nets,Phoenix Suns,H
Dallas Mavericks,Los Angeles Clippers,H
Toronto Raptors,Miami Heat,V
Portland Trail Blazers,New York Knicks,H
San Antonio Spurs,Memphis Grizzlies,H
Boston Celtics,Phoenix Suns,H
Philadelphia 76ers,Chicago Bulls,V
Cleveland Cavaliers,Charlotte Hornets,V
Golden State Warriors,Sacramento Kings,H
Houston Rockets,New Orleans Pelicans,H
Denver Nuggets,Indiana Pacers,V
Los Angeles Lakers,Minnesota Timberwolves,H
Milwaukee Bucks,Atlanta Hawks,H
Orlando Magic,Detroit Pistons,H
Washington Wizards,Brooklyn Nets,H
Washington Wizards,Cleveland Cavaliers,V
Toronto Raptors,Dallas Mavericks,V
Los Angeles Clippers,Utah Jazz,H
Portland Trail Blazers,Minnesota Timberwolves,H
San Antonio Spurs,New York Knicks,H
Brooklyn Nets,Atlanta Hawks,V
Boston Celtics,Miami Heat,H
Charlotte Hornets,Phoenix Suns,H
New Orleans Pelicans,Denver Nuggets,V
Golden State Warriors,Memphis Grizzlies,H
Houston Rockets,Oklahoma City Thunder,H
Indiana Pacers,Philadelphia 76ers,H
Sacramento Kings,Los Angeles Clippers,V
Portland Trail Blazers,Los Angeles Lakers,V
Chicago Bulls,Milwaukee Bucks,V
Oklahoma City Thunder,Dallas Mavericks,V
New York Knicks,Detroit Pistons,H
Sacramento Kings,Memphis Grizzlies,H
San Antonio Spurs,Cleveland Cavaliers,H
Toronto Raptors,Orlando Magic,H
Utah Jazz,New Orleans Pelicans,H
Atlanta Hawks,Phoenix Suns,H
Philadelphia 76ers,Brooklyn Nets,V
Milwaukee Bucks,Charlotte Hornets,V
Miami Heat,Detroit Pistons,V
Golden State Warriors,Houston Rockets,V
Minnesota Timberwolves,Indiana Pacers,V
Washington Wizards,Los Angeles Lakers,V
Portland Trail Blazers,Denver Nuggets,H
Milwaukee Bucks,Boston Celtics,V
Los Angeles Clippers,Washington Wizards,H
Memphis Grizzlies,Indiana Pacers,H
New Orleans Pelicans,Dallas Mavericks,H
Miami Heat,New York Knicks,V
Oklahoma City Thunder,Orlando Magic,V
Atlanta Hawks,Philadelphia 76ers,V
Utah Jazz,Sacramento Kings,V
Golden State Warriors,San Antonio Spurs,V
Charlotte Hornets,Toronto Raptors,V
Chicago Bulls,Cleveland Cavaliers,H
Detroit Pistons,Brooklyn Nets,H
Minnesota Timberwolves,Los Angeles Lakers,H
Los Angeles Clippers,Phoenix Suns,V
Portland Trail Blazers,Houston Rockets,H
Boston Celtics,Orlando Magic,H
Charlotte Hornets,Denver Nuggets,H
Cleveland Cavaliers,Philadelphia 76ers,H
Golden State Warriors,Houston Rockets,H
Memphis Grizzlies,Dallas Mavericks,H
New York Knicks,Miami Heat,V
Milwaukee Bucks,Detroit Pistons,H
New Orleans Pelicans,Sacramento Kings,H
San Antonio Spurs,Oklahoma City Thunder,V
Toronto Raptors,Indiana Pacers,H
Utah Jazz,Washington Wizards,H
Brooklyn Nets,Orlando Magic,H
Chicago Bulls,Atlanta Hawks,H
Los Angeles Clippers,Los Angeles Lakers,H
Sacramento Kings,Minnesota Timberwolves,V
Portland Trail Blazers,Phoenix Suns,H
Brooklyn Nets,Atlanta Hawks,H
Cleveland Cavaliers,Indiana Pacers,H
Golden State Warriors,Washington Wizards,H
Los Angeles Lakers,Memphis Grizzlies,H
Denver Nuggets,Miami Heat,V
Dallas Mavericks,Milwaukee Bucks,V
Chicago Bulls,New Orleans Pelicans,V
Boston Celtics,New York Knicks,V
Charlotte Hornets,Oklahoma City Thunder,V
Houston Rockets,Phoenix Suns,V
San Antonio Spurs,Utah Jazz,H
Toronto Raptors,Philadelphia 76ers,H
Minnesota Timberwolves,Portland Trail Blazers,H
Cleveland Cavaliers,Orlando Magic,H
Golden State Warriors,Minnesota Timberwolves,H
Indiana Pacers,Toronto Raptors,H
Denver Nuggets,New Orleans Pelicans,V
New York Knicks,Chicago Bulls,H
Oklahoma City Thunder,Milwaukee Bucks,H
Brooklyn Nets,Philadelphia 76ers,V
Sacramento Kings,Dallas Mavericks,H
San Antonio Spurs,Memphis Grizzlies,H
Utah Jazz,Portland Trail Blazers,H
Washington Wizards,Charlotte Hornets,H
Cleveland Cavaliers,Boston Celtics,V
Miami Heat,Charlotte Hornets,V
Toronto Raptors,Detroit Pistons,V
Houston Rockets,Denver Nuggets,H
Los Angeles Clippers,Dallas Mavericks,H
Oklahoma City Thunder,Memphis Grizzlies,V
Golden State Warriors,Phoenix Suns,V
Los Angeles Lakers,San Antonio Spurs,V
Atlanta Hawks,Boston Celtics,H
Indiana Pacers,Milwaukee Bucks,H
Washington Wizards,New York Knicks,V
Orlando Magic,Brooklyn Nets,H
Chicago Bulls,Philadelphia 76ers,V
Portland Trail Blazers,Minnesota Timberwolves,H
Atlanta Hawks,Cleveland Cavaliers,V
San Antonio Spurs,Dallas Mavericks,V
Denver Nuggets,New Orleans Pelicans,H
Detroit Pistons,Houston Rockets,V
Los Angeles Lakers,Sacramento Kings,H
Memphis Grizzlies,New York Knicks,H
Phoenix Suns,Oklahoma City Thunder,H
Toronto Raptors,Miami Heat,H
Utah Jazz,Minnesota Timberwolves,H
Brooklyn Nets,Chicago Bulls,H
Boston Celtics,Charlotte Hornets,V
Golden State Warriors,New Orleans Pelicans,H
Indiana Pacers,Orlando Magic,V
Milwaukee Bucks,Philadelphia 76ers,V
Portland Trail Blazers,Utah Jazz,H
Los Angeles Clippers,San Antonio Spurs,V
Miami Heat,Washington Wizards,V
Atlanta Hawks,Cleveland Cavaliers,H
Oklahoma City Thunder,Denver Nuggets,V
Los Angeles Lakers,Minnesota Timberwolves,H
Detroit Pistons,Memphis Grizzlies,V
Toronto Raptors,New York Knicks,V
Phoenix Suns,Dallas Mavericks,H
Houston Rockets,Sacramento Kings,V
Boston Celtics,Brooklyn Nets,H
Chicago Bulls,Orlando Magic,H
Washington Wizards,Detroit Pistons,V
Utah Jazz,Golden State Warriors,V
Los Angeles Clippers,Houston Rockets,H
Miami Heat,Cleveland Cavaliers,H
Milwaukee Bucks,Charlotte Hornets,H
Indiana Pacers,Philadelphia 76ers,V
Portland Trail Blazers,San Antonio Spurs,H
Atlanta Hawks,Charlotte Hornets,H
Denver Nuggets,Dallas Mavericks,V
Los Angeles Lakers,New Orleans Pelicans,H
Oklahoma City Thunder,Minnesota Timberwolves,V
Sacramento Kings,Phoenix Suns,H
Boston Celtics,Milwaukee Bucks,H
Chicago Bulls,Brooklyn Nets,H
Toronto Raptors,Cleveland Cavaliers,V
Golden State Warriors,Los Angeles Lakers,H
Houston Rockets,Minnesota Timberwolves,H
Indiana Pacers,Atlanta Hawks,H
Los Angeles Clippers,Sacramento Kings,H
Dallas Mavericks,Memphis Grizzlies,V
Miami Heat,Washington Wizards,H
New York Knicks,Philadelphia 76ers,H
Denver Nuggets,Oklahoma City Thunder,V
Orlando Magic,Detroit Pistons,H
New Orleans Pelicans,Portland Trail Blazers,V
Utah Jazz,San Antonio Spurs,H
Cleveland Cavaliers,Indiana Pacers,H
Utah Jazz,Los Angeles Clippers,V
San Antonio Spurs,Memphis Grizzlies,H
Milwaukee Bucks,Toronto Raptors,V
Chicago Bulls,Boston Celtics,V
Golden State Warriors,Portland Trail Blazers,H
Houston Rockets,Oklahoma City Thunder,H
Washington Wizards,Atlanta Hawks,H
Cleveland Cavaliers,Indiana Pacers,H
San Antonio Spurs,Memphis Grizzlies,H
Chicago Bulls,Boston Celtics,V
Los Angeles Clippers,Utah Jazz,H
Toronto Raptors,Milwaukee Bucks,H
Golden State Warriors,Portland Trail Blazers,H
Houston Rockets,Oklahoma City Thunder,H
Washington Wizards,Atlanta Hawks,H
Cleveland Cavaliers,Indiana Pacers,V
Memphis Grizzlies,San Antonio Spurs,H
Milwaukee Bucks,Toronto Raptors,H
Boston Celtics,Chicago Bulls,V
Oklahoma City Thunder,Houston Rockets,H
Los Angeles Clippers,Utah Jazz,V
Atlanta Hawks,Washington Wizards,H
Memphis Grizzlies,San Antonio Spurs,H
Toronto Raptors,Milwaukee Bucks,V
Golden State Warriors,Portland Trail Blazers,V
Boston Celtics,Chicago Bulls,V
Cleveland Cavaliers,Indiana Pacers,V
Houston Rockets,Oklahoma City Thunder,V
Utah Jazz,Los Angeles Clippers,H
Atlanta Hawks,Washington Wizards,H
Golden State Warriors,Portland Trail Blazers,V
Toronto Raptors,Milwaukee Bucks,H
Houston Rockets,Oklahoma City Thunder,H
Utah Jazz,Los Angeles Clippers,V
San Antonio Spurs,Memphis Grizzlies,H
Boston Celtics,Chicago Bulls,H
Washington Wizards,Atlanta Hawks,H
San Antonio Spurs,Memphis Grizzlies,V
Toronto Raptors,Milwaukee Bucks,V
Washington Wizards,Atlanta Hawks,V
Boston Celtics,Chicago Bulls,V
Los Angeles Clippers,Utah Jazz,V
Boston Celtics,Washington Wizards,H
Utah Jazz,Los Angeles Clippers,V
Cleveland Cavaliers,Toronto Raptors,H
Houston Rockets,San Antonio Spurs,V
Boston Celtics,Washington Wizards,H
Golden State Warriors,Utah Jazz,H
Cleveland Cavaliers,Toronto Raptors,H
San Antonio Spurs,Houston Rockets,H
Golden State Warriors,Utah Jazz,H
Washington Wizards,Boston Celtics,H
San Antonio Spurs,Houston Rockets,V
Cleveland Cavaliers,Toronto Raptors,V
Golden State Warriors,Utah Jazz,V
Houston Rockets,San Antonio Spurs,H
Cleveland Cavaliers,Toronto Raptors,V
Washington Wizards,Boston Celtics,H
Golden State Warriors,Utah Jazz,V
San Antonio Spurs,Houston Rockets,H
Boston Celtics,Washington Wizards,H
San Antonio Spurs,Houston Rockets,V
Washington Wizards,Boston Celtics,H
Golden State Warriors,San Antonio Spurs,H
Boston Celtics,Washington Wizards,H
Golden State Warriors,San Antonio Spurs,H
Cleveland Cavaliers,Boston Celtics,V
Cleveland Cavaliers,Boston Celtics,V
Golden State Warriors,San Antonio Spurs,V
Boston Celtics,Cleveland Cavaliers,V
Golden State Warriors,San Antonio Spurs,V
Cleveland Cavaliers,Boston Celtics,H
Cleveland Cavaliers,Boston Celtics,V
Golden State Warriors,Cleveland Cavaliers,H
Golden State Warriors,Cleveland Cavaliers,H
Golden State Warriors,Cleveland Cavaliers,V
Cleveland Cavaliers,Golden State Warriors,H
Golden State Warriors,Cleveland Cavaliers,H
