WTeam,LTeam,WLoc
Miami Heat,Chicago Bulls,V
Cleveland Cavaliers,Oklahoma City Thunder,H
Washington Wizards,Denver Nuggets,V
Golden State Warriors,Boston Celtics,H
Houston Rockets,Los Angeles Lakers,V
New Orleans Pelicans,Dallas Mavericks,H
Indiana Pacers,Orlando Magic,V
Los Angeles Clippers,Phoenix Suns,V
San Antonio Spurs,Milwaukee Bucks,H
Toronto Raptors,Detroit Pistons,H
Los Angeles Clippers,Denver Nuggets,H
Memphis Grizzlies,Orlando Magic,H
New Orleans Pelicans,Philadelphia 76ers,H
Oklahoma City Thunder,Minnesota Timberwolves,H
Boston Celtics,Utah Jazz,V
Memphis Grizzlies,Dallas Mavericks,V
Cleveland Cavaliers,Detroit Pistons,V
Chicago Bulls,Golden State Warriors,V
Toronto Raptors,Indiana Pacers,V
Washington Wizards,Los Angeles Lakers,V
Milwaukee Bucks,Miami Heat,V
Atlanta Hawks,Brooklyn Nets,H
Cleveland Cavaliers,Portland Trail Blazers,H
Houston Rockets,Dallas Mavericks,H
Minnesota Timberwolves,Boston Celtics,H
Denver Nuggets,New Orleans Pelicans,V
New York Knicks,Oklahoma City Thunder,H
Philadelphia 76ers,Detroit Pistons,H
Phoenix Suns,Washington Wizards,H
San Antonio Spurs,Charlotte Hornets,H
Toronto Raptors,Sacramento Kings,H
Los Angeles Clippers,Utah Jazz,V
Indiana Pacers,New York Knicks,H
Los Angeles Lakers,Chicago Bulls,H
Memphis Grizzlies,Denver Nuggets,H
Milwaukee Bucks,Orlando Magic,V
Atlanta Hawks,Portland Trail Blazers,H
Houston Rockets,Boston Celtics,V
Toronto Raptors,Brooklyn Nets,V
Cleveland Cavaliers,Sacramento Kings,H
Dallas Mavericks,Miami Heat,V
New Orleans Pelicans,Los Angeles Clippers,H
Philadelphia 76ers,Minnesota Timberwolves,H
Phoenix Suns,Chicago Bulls,H
Utah Jazz,Golden State Warriors,H
Atlanta Hawks,Philadelphia 76ers,H
Charlotte Hornets,Denver Nuggets,V
Detroit Pistons,Houston Rockets,H
Golden State Warriors,Phoenix Suns,H
Sacramento Kings,Indiana Pacers,V
Memphis Grizzlies,Oklahoma City Thunder,H
Milwaukee Bucks,Portland Trail Blazers,H
Cleveland Cavaliers,Minnesota Timberwolves,V
Dallas Mavericks,Orlando Magic,V
Los Angeles Clippers,San Antonio Spurs,V
Toronto Raptors,Washington Wizards,V
Miami Heat,Boston Celtics,V
New York Knicks,Los Angeles Lakers,H
Brooklyn Nets,Los Angeles Clippers,H
Cleveland Cavaliers,Philadelphia 76ers,H
Dallas Mavericks,Minnesota Timberwolves,H
New Orleans Pelicans,Atlanta Hawks,H
Oklahoma City Thunder,Orlando Magic,H
Memphis Grizzlies,Phoenix Suns,V
Milwaukee Bucks,Toronto Raptors,V
Charlotte Hornets,Washington Wizards,V
Detroit Pistons,Miami Heat,H
Boston Celtics,New York Knicks,V
Philadelphia 76ers,Denver Nuggets,H
Portland Trail Blazers,Utah Jazz,H
Golden State Warriors,Sacramento Kings,V
Atlanta Hawks,Washington Wizards,H
Boston Celtics,Denver Nuggets,H
Golden State Warriors,Dallas Mavericks,H
Houston Rockets,Chicago Bulls,H
Indiana Pacers,Detroit Pistons,H
Milwaukee Bucks,Los Angeles Lakers,H
Minnesota Timberwolves,Miami Heat,H
Oklahoma City Thunder,New Orleans Pelicans,V
San Antonio Spurs,Orlando Magic,H
Brooklyn Nets,Toronto Raptors,V
Memphis Grizzlies,Utah Jazz,V
Charlotte Hornets,Washington Wizards,H
Cleveland Cavaliers,Los Angeles Clippers,H
Portland Trail Blazers,Phoenix Suns,H
Dallas Mavericks,Sacramento Kings,V
Atlanta Hawks,Golden State Warriors,H
Boston Celtics,Philadelphia 76ers,H
Brooklyn Nets,New York Knicks,H
Detroit Pistons,Denver Nuggets,H
Houston Rockets,Milwaukee Bucks,H
Indiana Pacers,Cleveland Cavaliers,H
Minnesota Timberwolves,Memphis Grizzlies,H
New Orleans Pelicans,Oklahoma City Thunder,V
Orlando Magic,Los Angeles Lakers,H
Phoenix Suns,Utah Jazz,H
San Antonio Spurs,Miami Heat,H
Toronto Raptors,Los Angeles Clippers,H
Dallas Mavericks,Portland Trail Blazers,H
Milwaukee Bucks,Boston Celtics,H
Chicago Bulls,New Orleans Pelicans,V
Golden State Warriors,New York Knicks,V
Philadelphia 76ers,Charlotte Hornets,H
Utah Jazz,Sacramento Kings,H
Washington Wizards,Brooklyn Nets,H
Indiana Pacers,Charlotte Hornets,V
Cleveland Cavaliers,Los Angeles Lakers,H
Minnesota Timberwolves,Detroit Pistons,V
Portland Trail Blazers,Houston Rockets,V
Memphis Grizzlies,Atlanta Hawks,H
Oklahoma City Thunder,Los Angeles Clippers,H
Chicago Bulls,Orlando Magic,V
Sacramento Kings,Phoenix Suns,H
Toronto Raptors,San Antonio Spurs,H
Los Angeles Clippers,Dallas Mavericks,V
Oklahoma City Thunder,Denver Nuggets,V
San Antonio Spurs,Indiana Pacers,V
Miami Heat,New York Knicks,H
Milwaukee Bucks,Brooklyn Nets,H
Atlanta Hawks,Minnesota Timberwolves,V
Utah Jazz,New Orleans Pelicans,V
Golden State Warriors,Philadelphia 76ers,V
Washington Wizards,Orlando Magic,H
Chicago Bulls,Sacramento Kings,H
Detroit Pistons,Charlotte Hornets,V
Denver Nuggets,Los Angeles Lakers,V
Memphis Grizzlies,Brooklyn Nets,H
Houston Rockets,Phoenix Suns,V
Boston Celtics,Atlanta Hawks,H
Cleveland Cavaliers,Miami Heat,H
Dallas Mavericks,Utah Jazz,H
San Antonio Spurs,Detroit Pistons,V
Los Angeles Clippers,Houston Rockets,H
Milwaukee Bucks,Sacramento Kings,H
Golden State Warriors,Minnesota Timberwolves,V
Indiana Pacers,New Orleans Pelicans,V
Oklahoma City Thunder,Memphis Grizzlies,H
Orlando Magic,New York Knicks,H
Portland Trail Blazers,Los Angeles Lakers,H
Toronto Raptors,Washington Wizards,H
Chicago Bulls,Cleveland Cavaliers,H
Los Angeles Clippers,San Antonio Spurs,H
Oklahoma City Thunder,Dallas Mavericks,H
Toronto Raptors,Atlanta Hawks,V
Dallas Mavericks,Houston Rockets,H
Detroit Pistons,Chicago Bulls,H
Golden State Warriors,San Antonio Spurs,H
Brooklyn Nets,Los Angeles Lakers,V
Milwaukee Bucks,Denver Nuggets,H
Minnesota Timberwolves,Phoenix Suns,H
Miami Heat,New York Knicks,V
Orlando Magic,New Orleans Pelicans,H
Indiana Pacers,Philadelphia 76ers,V
Sacramento Kings,Boston Celtics,H
Utah Jazz,Portland Trail Blazers,H
Cleveland Cavaliers,Washington Wizards,V
Chicago Bulls,Phoenix Suns,H
Oklahoma City Thunder,Charlotte Hornets,V
Houston Rockets,Toronto Raptors,H
Los Angeles Clippers,Sacramento Kings,H
New Orleans Pelicans,Miami Heat,V
Dallas Mavericks,Charlotte Hornets,H
Detroit Pistons,Washington Wizards,H
Indiana Pacers,Golden State Warriors,H
Los Angeles Lakers,Boston Celtics,H
Atlanta Hawks,Milwaukee Bucks,V
Cleveland Cavaliers,New York Knicks,V
Oklahoma City Thunder,Denver Nuggets,H
Orlando Magic,Philadelphia 76ers,H
Memphis Grizzlies,Portland Trail Blazers,V
Chicago Bulls,Milwaukee Bucks,H
Brooklyn Nets,Denver Nuggets,V
Houston Rockets,Minnesota Timberwolves,H
Memphis Grizzlies,Los Angeles Clippers,V
Miami Heat,Philadelphia 76ers,H
New Orleans Pelicans,Toronto Raptors,H
Boston Celtics,Phoenix Suns,V
Utah Jazz,San Antonio Spurs,H
Dallas Mavericks,Toronto Raptors,H
Cleveland Cavaliers,Detroit Pistons,V
Oklahoma City Thunder,Indiana Pacers,H
Golden State Warriors,Washington Wizards,V
Atlanta Hawks,Dallas Mavericks,H
Boston Celtics,New York Knicks,H
Charlotte Hornets,Chicago Bulls,V
Phoenix Suns,Denver Nuggets,V
Houston Rockets,Los Angeles Clippers,H
Milwaukee Bucks,Philadelphia 76ers,H
Minnesota Timberwolves,Washington Wizards,H
New Orleans Pelicans,Brooklyn Nets,H
Miami Heat,Orlando Magic,V
Portland Trail Blazers,San Antonio Spurs,H
Sacramento Kings,Memphis Grizzlies,H
Los Angeles Lakers,Utah Jazz,V
Cleveland Cavaliers,Golden State Warriors,H
Phoenix Suns,Oklahoma City Thunder,H
Atlanta Hawks,Orlando Magic,H
Boston Celtics,Charlotte Hornets,H
Chicago Bulls,Minnesota Timberwolves,H
Utah Jazz,Denver Nuggets,V
New York Knicks,Detroit Pistons,V
Houston Rockets,Brooklyn Nets,H
Indiana Pacers,Cleveland Cavaliers,H
Los Angeles Lakers,Milwaukee Bucks,H
Los Angeles Clippers,Memphis Grizzlies,V
New Orleans Pelicans,Miami Heat,H
Philadelphia 76ers,Washington Wizards,H
Portland Trail Blazers,Oklahoma City Thunder,H
San Antonio Spurs,Sacramento Kings,V
Golden State Warriors,Toronto Raptors,V
Brooklyn Nets,Dallas Mavericks,V
Atlanta Hawks,Miami Heat,V
Memphis Grizzlies,Minnesota Timberwolves,V
New York Knicks,Toronto Raptors,H
San Antonio Spurs,Phoenix Suns,V
Utah Jazz,Milwaukee Bucks,H
Washington Wizards,Detroit Pistons,H
Golden State Warriors,Boston Celtics,V
Los Angeles Clippers,Chicago Bulls,V
New Orleans Pelicans,Denver Nuggets,V
Houston Rockets,Cleveland Cavaliers,H
Indiana Pacers,Philadelphia 76ers,H
Oklahoma City Thunder,Los Angeles Lakers,V
Charlotte Hornets,Orlando Magic,V
Portland Trail Blazers,Sacramento Kings,V
Brooklyn Nets,Golden State Warriors,H
Dallas Mavericks,New Orleans Pelicans,H
Miami Heat,Phoenix Suns,H
Los Angeles Clippers,Minnesota Timberwolves,V
Toronto Raptors,Philadelphia 76ers,V
Atlanta Hawks,Houston Rockets,H
Chicago Bulls,Washington Wizards,H
Charlotte Hornets,Los Angeles Lakers,H
Cleveland Cavaliers,Boston Celtics,H
Denver Nuggets,Milwaukee Bucks,H
Utah Jazz,Memphis Grizzlies,V
Sacramento Kings,New York Knicks,V
Boston Celtics,Utah Jazz,H
Charlotte Hornets,Brooklyn Nets,V
Golden State Warriors,Milwaukee Bucks,H
Memphis Grizzlies,Houston Rockets,V
Indiana Pacers,New York Knicks,H
Portland Trail Blazers,Los Angeles Clippers,V
Miami Heat,Los Angeles Lakers,H
Denver Nuggets,Minnesota Timberwolves,V
New Orleans Pelicans,Detroit Pistons,H
Oklahoma City Thunder,Philadelphia 76ers,H
Phoenix Suns,Orlando Magic,V
San Antonio Spurs,Sacramento Kings,H
Cleveland Cavaliers,Toronto Raptors,V
Chicago Bulls,Oklahoma City Thunder,H
Portland Trail Blazers,Dallas Mavericks,H
Atlanta Hawks,Cleveland Cavaliers,H
Phoenix Suns,Brooklyn Nets,V
Charlotte Hornets,Toronto Raptors,H
Golden State Warriors,Dallas Mavericks,H
Houston Rockets,Detroit Pistons,H
Indiana Pacers,Chicago Bulls,H
Memphis Grizzlies,Los Angeles Lakers,H
Boston Celtics,New Orleans Pelicans,V
Orlando Magic,Sacramento Kings,H
Utah Jazz,Philadelphia 76ers,V
San Antonio Spurs,Denver Nuggets,H
Washington Wizards,Miami Heat,H
Cleveland Cavaliers,Phoenix Suns,H
Houston Rockets,Denver Nuggets,V
Miami Heat,Sacramento Kings,H
Milwaukee Bucks,Washington Wizards,H
Minnesota Timberwolves,Portland Trail Blazers,H
New Orleans Pelicans,Memphis Grizzlies,H
Indiana Pacers,New York Knicks,V
Philadelphia 76ers,Atlanta Hawks,H
Utah Jazz,Brooklyn Nets,V
Charlotte Hornets,Detroit Pistons,V
Golden State Warriors,Los Angeles Clippers,H
Dallas Mavericks,Los Angeles Lakers,V
Oklahoma City Thunder,Toronto Raptors,H
Orlando Magic,Boston Celtics,H
San Antonio Spurs,Chicago Bulls,H
Atlanta Hawks,Sacramento Kings,H
Memphis Grizzlies,Chicago Bulls,V
Washington Wizards,Charlotte Hornets,V
Denver Nuggets,New York Knicks,H
Los Angeles Clippers,Minnesota Timberwolves,H
Boston Celtics,Miami Heat,V
New Orleans Pelicans,Milwaukee Bucks,V
Golden State Warriors,Phoenix Suns,V
New Orleans Pelicans,Brooklyn Nets,V
Cleveland Cavaliers,Dallas Mavericks,V
Indiana Pacers,Orlando Magic,H
Los Angeles Lakers,Detroit Pistons,H
San Antonio Spurs,Toronto Raptors,H
Utah Jazz,New York Knicks,H
Boston Celtics,Memphis Grizzlies,H
Sacramento Kings,Charlotte Hornets,V
Denver Nuggets,Atlanta Hawks,H
Golden State Warriors,Detroit Pistons,H
Miami Heat,Brooklyn Nets,H
Milwaukee Bucks,Orlando Magic,H
Los Angeles Clippers,Oklahoma City Thunder,V
Chicago Bulls,Philadelphia 76ers,V
Phoenix Suns,Minnesota Timberwolves,H
Portland Trail Blazers,Houston Rockets,H
Indiana Pacers,Milwaukee Bucks,H
New York Knicks,Los Angeles Lakers,V
Cleveland Cavaliers,San Antonio Spurs,V
Utah Jazz,Houston Rockets,H
Washington Wizards,Memphis Grizzlies,H
Boston Celtics,Orlando Magic,H
Charlotte Hornets,Chicago Bulls,H
Dallas Mavericks,Los Angeles Clippers,H
Denver Nuggets,Golden State Warriors,H
Oklahoma City Thunder,Minnesota Timberwolves,H
Philadelphia 76ers,Sacramento Kings,H
Atlanta Hawks,Phoenix Suns,V
Portland Trail Blazers,Detroit Pistons,H
Toronto Raptors,Miami Heat,H
Golden State Warriors,New York Knicks,H
Boston Celtics,Indiana Pacers,V
Memphis Grizzlies,Milwaukee Bucks,H
Brooklyn Nets,Philadelphia 76ers,V
Utah Jazz,Detroit Pistons,H
Washington Wizards,Sacramento Kings,H
Houston Rockets,Los Angeles Clippers,V
Atlanta Hawks,Los Angeles Lakers,V
Denver Nuggets,New Orleans Pelicans,V
Oklahoma City Thunder,Chicago Bulls,H
Cleveland Cavaliers,Orlando Magic,V
Phoenix Suns,New York Knicks,H
San Antonio Spurs,Minnesota Timberwolves,H
Portland Trail Blazers,Toronto Raptors,V
Boston Celtics,Philadelphia 76ers,H
Dallas Mavericks,Oklahoma City Thunder,H
Golden State Warriors,Los Angeles Lakers,H
Toronto Raptors,Indiana Pacers,V
Memphis Grizzlies,Denver Nuggets,H
Miami Heat,Cleveland Cavaliers,H
Brooklyn Nets,Minnesota Timberwolves,V
Atlanta Hawks,Sacramento Kings,V
Utah Jazz,Charlotte Hornets,H
Washington Wizards,Portland Trail Blazers,H
Detroit Pistons,Memphis Grizzlies,H
Houston Rockets,Orlando Magic,H
Los Angeles Clippers,Charlotte Hornets,H
New Orleans Pelicans,Milwaukee Bucks,H
New York Knicks,San Antonio Spurs,H
Chicago Bulls,Indiana Pacers,H
Cleveland Cavaliers,Brooklyn Nets,H
Dallas Mavericks,Orlando Magic,H
Golden State Warriors,Atlanta Hawks,H
Miami Heat,Portland Trail Blazers,H
San Antonio Spurs,Milwaukee Bucks,V
Oklahoma City Thunder,Boston Celtics,H
Philadelphia 76ers,Detroit Pistons,H
Los Angeles Clippers,Sacramento Kings,V
Toronto Raptors,Minnesota Timberwolves,H
Washington Wizards,Utah Jazz,V
Houston Rockets,Denver Nuggets,H
Utah Jazz,Los Angeles Lakers,V
Minnesota Timberwolves,New York Knicks,V
Phoenix Suns,New Orleans Pelicans,H
Brooklyn Nets,Milwaukee Bucks,H
Chicago Bulls,Toronto Raptors,H
Cleveland Cavaliers,Indiana Pacers,H
Memphis Grizzlies,Dallas Mavericks,V
Golden State Warriors,New Orleans Pelicans,H
Los Angeles Clippers,Washington Wizards,H
Miami Heat,Denver Nuggets,H
Oklahoma City Thunder,Atlanta Hawks,H
Orlando Magic,Portland Trail Blazers,H
Philadelphia 76ers,New York Knicks,H
Sacramento Kings,Charlotte Hornets,H
San Antonio Spurs,Boston Celtics,H
Detroit Pistons,Chicago Bulls,H
Golden State Warriors,Utah Jazz,H
Phoenix Suns,Houston Rockets,V
Brooklyn Nets,Indiana Pacers,V
Memphis Grizzlies,Portland Trail Blazers,H
San Antonio Spurs,Atlanta Hawks,V
Detroit Pistons,Boston Celtics,V
Los Angeles Clippers,New Orleans Pelicans,H
Los Angeles Lakers,Philadelphia 76ers,H
Cleveland Cavaliers,Milwaukee Bucks,V
Charlotte Hornets,Minnesota Timberwolves,V
Oklahoma City Thunder,Miami Heat,H
Denver Nuggets,Orlando Magic,V
Phoenix Suns,Dallas Mavericks,H
Sacramento Kings,Washington Wizards,H
Toronto Raptors,New York Knicks,H
Boston Celtics,Brooklyn Nets,V
Chicago Bulls,Charlotte Hornets,H
Golden State Warriors,Washington Wizards,H
Houston Rockets,Indiana Pacers,V
Memphis Grizzlies,New York Knicks,V
Minnesota Timberwolves,Utah Jazz,V
Dallas Mavericks,San Antonio Spurs,H
Detroit Pistons,Toronto Raptors,H
Milwaukee Bucks,Miami Heat,H
Oklahoma City Thunder,Los Angeles Lakers,H
Golden State Warriors,Portland Trail Blazers,V
Sacramento Kings,Philadelphia 76ers,H
Miami Heat,Boston Celtics,V
Brooklyn Nets,Charlotte Hornets,V
Philadelphia 76ers,Denver Nuggets,V
Cleveland Cavaliers,Memphis Grizzlies,V
Los Angeles Lakers,Minnesota Timberwolves,V
Houston Rockets,New Orleans Pelicans,V
Los Angeles Clippers,New York Knicks,V
Atlanta Hawks,Orlando Magic,V
Sacramento Kings,Phoenix Suns,V
San Antonio Spurs,Oklahoma City Thunder,H
Chicago Bulls,Toronto Raptors,V
Portland Trail Blazers,Utah Jazz,V
Indiana Pacers,Washington Wizards,V
Milwaukee Bucks,Indiana Pacers,H
Atlanta Hawks,Miami Heat,H
Brooklyn Nets,Cleveland Cavaliers,H
Denver Nuggets,Utah Jazz,H
Houston Rockets,Minnesota Timberwolves,H
Golden State Warriors,Memphis Grizzlies,V
New Orleans Pelicans,Sacramento Kings,H
Boston Celtics,New York Knicks,V
Detroit Pistons,Orlando Magic,V
Los Angeles Clippers,Philadelphia 76ers,V
Portland Trail Blazers,Phoenix Suns,V
San Antonio Spurs,Dallas Mavericks,H
Toronto Raptors,Los Angeles Lakers,H
Washington Wizards,Charlotte Hornets,H
Chicago Bulls,New York Knicks,H
Charlotte Hornets,Atlanta Hawks,H
Golden State Warriors,Milwaukee Bucks,V
Portland Trail Blazers,Denver Nuggets,H
Utah Jazz,Oklahoma City Thunder,H
Los Angeles Clippers,Boston Celtics,V
Brooklyn Nets,Los Angeles Lakers,H
Cleveland Cavaliers,Philadelphia 76ers,H
Indiana Pacers,Dallas Mavericks,H
Miami Heat,Detroit Pistons,H
New Orleans Pelicans,Minnesota Timberwolves,H
Oklahoma City Thunder,Phoenix Suns,V
San Antonio Spurs,Memphis Grizzlies,H
Houston Rockets,Washington Wizards,V
Atlanta Hawks,Milwaukee Bucks,H
Boston Celtics,Charlotte Hornets,V
Memphis Grizzlies,Sacramento Kings,H
Utah Jazz,Minnesota Timberwolves,V
Los Angeles Lakers,Philadelphia 76ers,V
Portland Trail Blazers,Phoenix Suns,H
Toronto Raptors,Houston Rockets,H
Brooklyn Nets,Indiana Pacers,H
Detroit Pistons,Atlanta Hawks,H
Golden State Warriors,Los Angeles Clippers,V
San Antonio Spurs,Miami Heat,V
Boston Celtics,Indiana Pacers,H
Charlotte Hornets,Detroit Pistons,H
Houston Rockets,Sacramento Kings,H
New Orleans Pelicans,Los Angeles Lakers,V
Milwaukee Bucks,Chicago Bulls,H
Toronto Raptors,Minnesota Timberwolves,V
Brooklyn Nets,New York Knicks,V
Dallas Mavericks,Oklahoma City Thunder,V
San Antonio Spurs,Orlando Magic,V
Los Angeles Clippers,Portland Trail Blazers,V
Utah Jazz,Denver Nuggets,H
Washington Wizards,Philadelphia 76ers,H
Cleveland Cavaliers,Miami Heat,H
Houston Rockets,Dallas Mavericks,V
Golden State Warriors,Phoenix Suns,H
Milwaukee Bucks,Boston Celtics,V
Brooklyn Nets,Toronto Raptors,H
Chicago Bulls,Detroit Pistons,H
Indiana Pacers,Charlotte Hornets,H
Portland Trail Blazers,Los Angeles Lakers,V
Memphis Grizzlies,Oklahoma City Thunder,H
Orlando Magic,Minnesota Timberwolves,V
New Orleans Pelicans,Sacramento Kings,V
San Antonio Spurs,Denver Nuggets,H
Washington Wizards,New York Knicks,H
Atlanta Hawks,Brooklyn Nets,H
Charlotte Hornets,Philadelphia 76ers,H
Golden State Warriors,Dallas Mavericks,V
Los Angeles Clippers,Denver Nuggets,V
Detroit Pistons,Miami Heat,H
Washington Wizards,Memphis Grizzlies,V
Orlando Magic,Milwaukee Bucks,V
Phoenix Suns,Utah Jazz,H
Portland Trail Blazers,New Orleans Pelicans,H
Boston Celtics,Toronto Raptors,V
Cleveland Cavaliers,Chicago Bulls,H
Indiana Pacers,Miami Heat,H
Los Angeles Clippers,Los Angeles Lakers,V
New York Knicks,Philadelphia 76ers,H
Houston Rockets,Oklahoma City Thunder,V
Utah Jazz,Sacramento Kings,V
San Antonio Spurs,Golden State Warriors,H
Brooklyn Nets,Portland Trail Blazers,H
Atlanta Hawks,Phoenix Suns,H
Los Angeles Clippers,Los Angeles Lakers,H
Miami Heat,Charlotte Hornets,H
New Orleans Pelicans,Golden State Warriors,H
San Antonio Spurs,Oklahoma City Thunder,V
Sacramento Kings,Minnesota Timberwolves,H
Atlanta Hawks,Brooklyn Nets,V
Toronto Raptors,Charlotte Hornets,V
Dallas Mavericks,Phoenix Suns,H
Denver Nuggets,Los Angeles Lakers,H
Boston Celtics,Detroit Pistons,V
Memphis Grizzlies,New Orleans Pelicans,H
Cleveland Cavaliers,Milwaukee Bucks,V
Indiana Pacers,New York Knicks,V
Orlando Magic,Chicago Bulls,H
Washington Wizards,Philadelphia 76ers,V
Portland Trail Blazers,Minnesota Timberwolves,H
San Antonio Spurs,Houston Rockets,H
Utah Jazz,Sacramento Kings,H
Golden State Warriors,Portland Trail Blazers,H
Chicago Bulls,Miami Heat,V
Atlanta Hawks,Charlotte Hornets,H
Brooklyn Nets,Washington Wizards,H
Boston Celtics,Cleveland Cavaliers,V
Dallas Mavericks,Denver Nuggets,V
Indiana Pacers,Detroit Pistons,V
San Antonio Spurs,Houston Rockets,V
Los Angeles Lakers,Minnesota Timberwolves,H
New Orleans Pelicans,Phoenix Suns,H
Milwaukee Bucks,New York Knicks,V
Oklahoma City Thunder,Sacramento Kings,H
Toronto Raptors,Orlando Magic,V
Memphis Grizzlies,Utah Jazz,V
Chicago Bulls,Philadelphia 76ers,H
Golden State Warriors,Minnesota Timberwolves,H
Los Angeles Clippers,Memphis Grizzlies,H
Toronto Raptors,Miami Heat,V
New York Knicks,Orlando Magic,V
Utah Jazz,Portland Trail Blazers,V
Boston Celtics,Cleveland Cavaliers,H
Denver Nuggets,Sacramento Kings,H
Detroit Pistons,Charlotte Hornets,H
Houston Rockets,New Orleans Pelicans,H
Indiana Pacers,Oklahoma City Thunder,H
Dallas Mavericks,Los Angeles Lakers,V
Milwaukee Bucks,Brooklyn Nets,H
San Antonio Spurs,Phoenix Suns,H
Washington Wizards,Atlanta Hawks,H
New York Knicks,Atlanta Hawks,V
Chicago Bulls,Brooklyn Nets,V
Houston Rockets,Charlotte Hornets,V
Cleveland Cavaliers,Detroit Pistons,H
Golden State Warriors,Memphis Grizzlies,H
Los Angeles Clippers,Denver Nuggets,H
Miami Heat,Orlando Magic,H
New Orleans Pelicans,Minnesota Timberwolves,V
Oklahoma City Thunder,Portland Trail Blazers,H
Milwaukee Bucks,Philadelphia 76ers,V
Sacramento Kings,Los Angeles Lakers,H
Utah Jazz,Dallas Mavericks,H
Boston Celtics,Toronto Raptors,H
Indiana Pacers,Washington Wizards,H
Los Angeles Clippers,Phoenix Suns,V
Brooklyn Nets,Orlando Magic,H
Chicago Bulls,Atlanta Hawks,H
Cleveland Cavaliers,Washington Wizards,H
Dallas Mavericks,Portland Trail Blazers,H
Golden State Warriors,Denver Nuggets,H
Houston Rockets,Utah Jazz,H
Sacramento Kings,Los Angeles Lakers,V
Memphis Grizzlies,Indiana Pacers,H
Boston Celtics,Milwaukee Bucks,V
Oklahoma City Thunder,Minnesota Timberwolves,V
New Orleans Pelicans,San Antonio Spurs,H
Detroit Pistons,New York Knicks,V
Miami Heat,Philadelphia 76ers,V
Toronto Raptors,Charlotte Hornets,H
Chicago Bulls,Milwaukee Bucks,H
Golden State Warriors,New Orleans Pelicans,H
Houston Rockets,Dallas Mavericks,H
Washington Wizards,Toronto Raptors,V
Atlanta Hawks,Brooklyn Nets,H
Cleveland Cavaliers,Boston Celtics,H
Los Angeles Clippers,San Antonio Spurs,H
Memphis Grizzlies,Portland Trail Blazers,H
Chicago Bulls,Milwaukee Bucks,H
Golden State Warriors,New Orleans Pelicans,H
Cleveland Cavaliers,Boston Celtics,H
Houston Rockets,Dallas Mavericks,H
Washington Wizards,Toronto Raptors,V
Atlanta Hawks,Brooklyn Nets,H
San Antonio Spurs,Los Angeles Clippers,V
Memphis Grizzlies,Portland Trail Blazers,H
Cleveland Cavaliers,Boston Celtics,V
Chicago Bulls,Milwaukee Bucks,V
Golden State Warriors,New Orleans Pelicans,V
Houston Rockets,Dallas Mavericks,V
San Antonio Spurs,Los Angeles Clippers,H
Washington Wizards,Toronto Raptors,H
Brooklyn Nets,Atlanta Hawks,H
Milwaukee Bucks,Chicago Bulls,H
Golden State Warriors,New Orleans Pelicans,V
Memphis Grizzlies,Portland Trail Blazers,V
Cleveland Cavaliers,Boston Celtics,V
Dallas Mavericks,Houston Rockets,H
Los Angeles Clippers,San Antonio Spurs,V
Washington Wizards,Toronto Raptors,H
Brooklyn Nets,Atlanta Hawks,H
Milwaukee Bucks,Chicago Bulls,V
Portland Trail Blazers,Memphis Grizzlies,H
Houston Rockets,Dallas Mavericks,H
San Antonio Spurs,Los Angeles Clippers,V
Atlanta Hawks,Brooklyn Nets,H
Memphis Grizzlies,Portland Trail Blazers,H
Chicago Bulls,Milwaukee Bucks,V
Los Angeles Clippers,San Antonio Spurs,V
Atlanta Hawks,Brooklyn Nets,V
Los Angeles Clippers,San Antonio Spurs,H
Washington Wizards,Atlanta Hawks,V
Golden State Warriors,Memphis Grizzlies,H
Chicago Bulls,Cleveland Cavaliers,V
Los Angeles Clippers,Houston Rockets,V
Atlanta Hawks,Washington Wizards,H
Memphis Grizzlies,Golden State Warriors,V
Cleveland Cavaliers,Chicago Bulls,H
Houston Rockets,Los Angeles Clippers,H
Chicago Bulls,Cleveland Cavaliers,H
Los Angeles Clippers,Houston Rockets,H
Memphis Grizzlies,Golden State Warriors,H
Washington Wizards,Atlanta Hawks,H
Cleveland Cavaliers,Chicago Bulls,V
Los Angeles Clippers,Houston Rockets,H
Golden State Warriors,Memphis Grizzlies,V
Atlanta Hawks,Washington Wizards,V
Cleveland Cavaliers,Chicago Bulls,H
Houston Rockets,Los Angeles Clippers,H
Atlanta Hawks,Washington Wizards,H
Golden State Warriors,Memphis Grizzlies,H
Cleveland Cavaliers,Chicago Bulls,V
Houston Rockets,Los Angeles Clippers,V
Golden State Warriors,Memphis Grizzlies,V
Atlanta Hawks,Washington Wizards,V
Houston Rockets,Los Angeles Clippers,H
Golden State Warriors,Houston Rockets,H
Cleveland Cavaliers,Atlanta Hawks,V
Golden State Warriors,Houston Rockets,H
Cleveland Cavaliers,Atlanta Hawks,V
Golden State Warriors,Houston Rockets,V
Cleveland Cavaliers,Atlanta Hawks,H
Houston Rockets,Golden State Warriors,H
Cleveland Cavaliers,Atlanta Hawks,H
Golden State Warriors,Houston Rockets,H
Golden State Warriors,Cleveland Cavaliers,H
Cleveland Cavaliers,Golden State Warriors,V
Cleveland Cavaliers,Golden State Warriors,H
Golden State Warriors,Cleveland Cavaliers,V
Golden State Warriors,Cleveland Cavaliers,H
Golden State Warriors,Cleveland Cavaliers,V
